project_id,osm_url
58,https://download.geofabrik.de/north-america/us/washington-latest.osm.pbf
68,https://download.geofabrik.de/north-america/us/washington-latest.osm.pbf
86,https://download.geofabrik.de/north-america/us/north-carolina-latest.osm.pbf
